vannmiljo_code,sample_date,lab,depth1,depth2,par_unit,flag,value
020-45060,2021-03-31 07:00:40,Eurofins,0.0,0.0,CA_mg/l,nan,1.0
020-45060,2021-03-31 07:00:40,Eurofins,0.0,0.0,CA_mg/l,nan,0.73
020-45060,2021-03-31 07:00:40,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.5
020-45060,2021-03-31 07:00:40,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.3
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,CA_mg/l,nan,1.5
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,CA_mg/l,nan,2.6
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,10.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,37.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,KOND_mS/m,nan,2.45
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,KOND_mS/m,nan,5.11
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,LAL_µg/l Al,nan,1.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,LAL_µg/l Al,nan,7.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.3
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.3
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,RAL_µg/l Al,nan,11.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,RAL_µg/l Al,nan,44.0
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,TOC_mg/l C,nan,5.2
022-58904,2021-02-05 07:00:43,Eurofins,0.0,0.0,TOC_mg/l C,nan,3.7
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,CA_mg/l,nan,1.0
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,CA_mg/l,nan,1.2
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,CA_mg/l,nan,2.2
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.8
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.2
022-58904,2021-03-09 07:05:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.3
022-58904,2021-03-30 07:15:59,Eurofins,0.0,0.0,CA_mg/l,nan,1.1
022-58904,2021-03-30 07:15:59,Eurofins,0.0,0.0,CA_mg/l,nan,1.2
022-58904,2021-03-30 07:15:59,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.1
022-58904,2021-03-30 07:15:59,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.1
025-45779,2021-03-03 07:00:21,Eurofins,0.0,0.0,CA_mg/l,nan,0.19
025-45779,2021-03-03 07:00:21,Eurofins,0.0,0.0,CA_mg/l,nan,0.58
025-45779,2021-03-03 07:00:21,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.0
025-45779,2021-03-03 07:00:21,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.5
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,ALK_mmol/l,<,0.01
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,ALK_mmol/l,<,0.01
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,ANC_µekv/l,nan,23.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,ANC_µekv/l,nan,26.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,CA_mg/l,nan,0.43
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,CA_mg/l,nan,0.4
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,CL_mg/l,nan,1.8
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,CL_mg/l,nan,1.7
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,22.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,23.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,KOND_mS/m,nan,1.5
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,KOND_mS/m,nan,1.36
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,K_mg/l,nan,0.26
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,K_mg/l,nan,0.24
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,LAL_µg/l Al,nan,11.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,LAL_µg/l Al,nan,11.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,MG_mg/l,nan,0.23
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,MG_mg/l,nan,0.2
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,N-NO3_µg/l N,nan,300.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,N-NO3_µg/l N,nan,230.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,N-TOT_µg/l N,nan,360.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,N-TOT_µg/l N,nan,320.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,NA_mg/l,nan,1.4
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,NA_mg/l,nan,1.4
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,P-TOT_µg/l P,nan,11.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,P-TOT_µg/l P,nan,11.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,RAL_µg/l Al,nan,33.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,RAL_µg/l Al,nan,34.0
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,SIO2_µg/l Si,nan,420.78894806924103
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,SIO2_µg/l Si,nan,458.19241011984025
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,SO4_mg/l,nan,0.63
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,SO4_mg/l,nan,0.64
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,TOC_mg/l C,nan,2.1
045-58817,2021-02-25 07:05:06,Eurofins,0.0,0.0,TOC_mg/l C,nan,2.1
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,ALK_mmol/l,nan,0.023
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,ALK_mmol/l,nan,0.018
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,ANC_µekv/l,nan,43.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,ANC_µekv/l,nan,37.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,CA_mg/l,nan,0.77
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,CA_mg/l,nan,0.65
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,CL_mg/l,nan,2.4
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,CL_mg/l,nan,2.5
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,14.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,12.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,KOND_mS/m,nan,1.88
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,KOND_mS/m,nan,1.83
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,K_mg/l,nan,0.31
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,K_mg/l,nan,0.29
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,LAL_µg/l Al,nan,9.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,LAL_µg/l Al,nan,11.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,MG_mg/l,nan,0.32
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,MG_mg/l,nan,0.28
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,N-NO3_µg/l N,nan,320.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,N-NO3_µg/l N,nan,280.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,N-TOT_µg/l N,nan,340.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,N-TOT_µg/l N,nan,310.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,NA_mg/l,nan,1.8
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,NA_mg/l,nan,1.9
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,P-TOT_µg/l P,nan,3.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,P-TOT_µg/l P,nan,2.8
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.2
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.3
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,RAL_µg/l Al,nan,23.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,RAL_µg/l Al,nan,23.0
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,SIO2_µg/l Si,nan,607.806258322237
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,SIO2_µg/l Si,nan,701.3149134487351
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,SO4_mg/l,nan,0.83
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,SO4_mg/l,nan,0.89
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,TOC_mg/l C,nan,1.7
045-58817,2021-03-03 07:00:21,Eurofins,0.0,0.0,TOC_mg/l C,nan,1.4
045-58817,2021-03-10 07:05:44,Eurofins,0.0,0.0,CA_mg/l,nan,1.2
045-58817,2021-03-10 07:05:44,Eurofins,0.0,0.0,CA_mg/l,nan,0.99
045-58817,2021-03-10 07:05:44,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.4
045-58817,2021-03-10 07:05:44,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.6
045-58817,2021-03-17 07:00:01,Eurofins,0.0,0.0,CA_mg/l,nan,1.4
045-58817,2021-03-17 07:00:01,Eurofins,0.0,0.0,CA_mg/l,nan,0.89
045-58817,2021-03-17 07:00:01,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.3
045-58817,2021-03-17 07:00:01,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.3
045-58817,2021-03-25 07:15:00,Eurofins,0.0,0.0,CA_mg/l,nan,0.72
045-58817,2021-03-25 07:15:00,Eurofins,0.0,0.0,CA_mg/l,nan,0.65
045-58817,2021-03-25 07:15:00,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.5
045-58817,2021-03-25 07:15:00,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.2
045-58817,2021-03-30 07:15:59,Eurofins,0.0,0.0,CA_mg/l,nan,0.5
045-58817,2021-03-30 07:15:59,Eurofins,0.0,0.0,CA_mg/l,nan,0.48
045-58817,2021-03-30 07:15:59,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.1
045-58817,2021-03-30 07:15:59,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.0
063-58802,2021-01-21 07:10:07,Eurofins,0.0,0.0,CA_mg/l,nan,1.5
063-58802,2021-01-21 07:10:07,Eurofins,0.0,0.0,CA_mg/l,nan,1.5
063-58802,2021-01-21 07:10:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.8
063-58802,2021-01-21 07:10:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.8
063-58802,2021-02-19 07:00:10,Eurofins,0.0,0.0,CA_mg/l,nan,1.8
063-58802,2021-02-19 07:00:10,Eurofins,0.0,0.0,CA_mg/l,nan,1.9
063-58802,2021-02-19 07:00:10,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.9
063-58802,2021-02-19 07:00:10,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.9
063-58808,2021-01-21 07:10:07,Eurofins,0.0,0.0,CA_mg/l,nan,0.27
063-58808,2021-01-21 07:10:07,Eurofins,0.0,0.0,CA_mg/l,nan,0.28
063-58808,2021-01-21 07:10:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.9
063-58808,2021-01-21 07:10:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.0
063-58808,2021-02-19 07:00:10,Eurofins,0.0,0.0,CA_mg/l,nan,0.31
063-58808,2021-02-19 07:00:10,Eurofins,0.0,0.0,CA_mg/l,nan,0.35
063-58808,2021-02-19 07:00:10,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.9
063-58808,2021-02-19 07:00:10,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.9
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,CA_mg/l,nan,0.57
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,CA_mg/l,nan,1.6
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,13.0
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,11.0
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,KOND_mS/m,nan,1.84
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,KOND_mS/m,nan,2.3
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,LAL_µg/l Al,nan,12.0
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,LAL_µg/l Al,nan,9.0
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.0
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.7
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,RAL_µg/l Al,nan,25.0
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,RAL_µg/l Al,nan,20.0
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,TOC_mg/l C,nan,1.1
063-62170,2021-01-05 07:00:49,Eurofins,0.0,0.0,TOC_mg/l C,nan,1.5
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,CA_mg/l,nan,0.7
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,CA_mg/l,nan,1.8
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,11.0
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,7.7
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,KOND_mS/m,nan,1.95
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,KOND_mS/m,nan,1.71
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,LAL_µg/l Al,nan,6.0
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,LAL_µg/l Al,nan,2.2
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.0
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.6
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,RAL_µg/l Al,nan,17.0
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,RAL_µg/l Al,nan,9.9
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,TOC_mg/l C,nan,0.84
063-62170,2021-01-21 07:10:07,Eurofins,0.0,0.0,TOC_mg/l C,nan,1.1
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,CA_mg/l,nan,0.61
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,CA_mg/l,nan,1.6
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,13.0
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,7.9
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,KOND_mS/m,nan,1.76
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,KOND_mS/m,nan,2.65
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,LAL_µg/l Al,nan,6.0
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,LAL_µg/l Al,nan,3.1
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.2
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.6
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,RAL_µg/l Al,nan,19.0
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,RAL_µg/l Al,nan,11.0
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,TOC_mg/l C,nan,0.99
063-62170,2021-02-04 07:10:38,Eurofins,0.0,0.0,TOC_mg/l C,nan,1.3
063-62170,2021-02-19 07:00:10,Eurofins,0.0,0.0,CA_mg/l,nan,0.9
063-62170,2021-02-19 07:00:10,Eurofins,0.0,0.0,CA_mg/l,nan,1.9
063-62170,2021-02-19 07:00:10,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,7.4
063-62170,2021-02-19 07:00:10,Eurofins,0.0,0.0,ILAL_µg/l Al,<,5.0
063-62170,2021-02-19 07:00:10,Eurofins,0.0,0.0,KOND_mS/m,nan,2.29
