vannmiljo_code,month,new,his_min,his_median,his_max
018-32157,6,1.0,2.0,2.5,3.0
030-58762,4,3.0,4.0,4.0,5.0
030-58762,5,3.0,4.0,4.0,5.0
030-58764,4,3.0,4.0,4.0,5.0
030-58764,5,3.0,4.0,4.0,5.0
030-58765,4,3.0,4.0,4.0,5.0
030-58837,4,3.0,4.0,4.0,5.0
030-58837,5,3.0,4.0,4.0,5.0
030-58838,4,3.0,4.0,4.0,5.0
031-58844,4,1.0,4.0,4.0,5.0
031-58844,6,1.0,2.0,2.0,3.0
067-79150,5,3.0,4.0,4.0,5.0
