sample_date,vannmiljo_code,lab,period,depth1,depth2,par,value,outlier
2025-04-21,002-58799,Eurofins,new,0.0,0.0,KOND_mS/m,3.15,1
2025-06-02,019-101022,Eurofins,new,0.0,0.0,KOND_mS/m,4.76,1
2025-04-07,019-28921,Eurofins,new,0.0,0.0,KOND_mS/m,7.42,1
2025-05-12,019-44498,Eurofins,new,0.0,0.0,PH_<ubenevnt>,5.13,1
2025-05-05,019-79148,Eurofins,new,0.0,0.0,KOND_mS/m,4.89,1
2025-05-12,019-79148,Eurofins,new,0.0,0.0,KOND_mS/m,4.62,1
2025-05-05,020-40521,Eurofins,new,0.0,0.0,PH_<ubenevnt>,7.9,1
2025-05-05,020-45060,Eurofins,new,0.0,0.0,KOND_mS/m,0.83,1
2025-05-12,020-45060,Eurofins,new,0.0,0.0,KOND_mS/m,0.8,1
2025-05-19,020-45060,Eurofins,new,0.0,0.0,KOND_mS/m,0.7,1
2025-05-26,020-45060,Eurofins,new,0.0,0.0,KOND_mS/m,0.94,1
2025-06-02,020-45060,Eurofins,new,0.0,0.0,KOND_mS/m,0.61,1
2025-06-16,020-45060,Eurofins,new,0.0,0.0,KOND_mS/m,0.58,1
2025-04-07,021-101033,Eurofins,new,0.0,0.0,PH_<ubenevnt>,5.13,1
2025-04-22,021-101033,Eurofins,new,0.0,0.0,PH_<ubenevnt>,5.17,1
2025-04-28,021-101033,Eurofins,new,0.0,0.0,PH_<ubenevnt>,5.19,1
2025-06-16,021-101033,Eurofins,new,0.0,0.0,PH_<ubenevnt>,5.14,1
2025-04-29,021-32024,Eurofins,new,0.0,0.0,KOND_mS/m,7.42,1
2025-04-07,021-38514,Eurofins,new,0.0,0.0,KOND_mS/m,4.44,1
2025-04-29,021-38514,Eurofins,new,0.0,0.0,KOND_mS/m,7.42,1
2025-04-14,021-46374,Eurofins,new,0.0,0.0,KOND_mS/m,0.1,1
2025-04-28,021-46388,Eurofins,new,0.0,0.0,CL_mg/l,5.6,1
2025-04-28,021-79146,Eurofins,new,0.0,0.0,MG_mg/l,0.29,1
2025-06-02,021-79146,Eurofins,new,0.0,0.0,MG_mg/l,0.28,1
2025-04-28,021-79147,Eurofins,new,0.0,0.0,ANC_µekv/l,-63.0,1
2025-04-28,021-79147,Eurofins,new,0.0,0.0,CL_mg/l,5.0,1
2025-04-28,021-86500,Eurofins,new,0.0,0.0,CL_mg/l,4.2,1
2025-04-28,021-86500,Eurofins,new,0.0,0.0,P-TOT_µg/l P,79.0,1
2025-04-28,021-86768,Eurofins,new,0.0,0.0,CL_mg/l,6.2,1
2025-05-12,022-32018,Eurofins,new,0.0,0.0,CA_mg/l,12.0,1
2025-05-05,022-32020,Eurofins,new,0.0,0.0,CA_mg/l,7.6,1
