vannmiljo_code,month,new,his_min,his_median,his_max
021-101027,11,2.0,3.0,3.0,3.0
021-101031,10,2.0,3.0,3.0,3.0
021-101031,11,2.0,3.0,3.0,3.0
021-101033,11,2.0,3.0,3.0,3.0
021-29246,10,1.0,2.0,2.0,2.0
021-32024,11,2.0,3.0,3.0,3.0
021-45780,10,1.0,2.0,2.0,2.0
026-97012,10,1.0,2.0,2.0,2.0
027-79279,10,1.0,2.0,2.0,2.0
030-58837,12,1.0,2.0,2.0,3.0
030-58838,12,1.0,2.0,2.0,3.0
036-58863,12,1.0,2.0,2.0,2.0
038-58854,10,1.0,2.0,2.0,3.0
082-50557,11,1.0,2.0,2.0,3.0
