vannmiljo_code,month,new,his_min,his_median,his_max
021-101027,7,1.0,3.0,3.0,3.0
021-101027,9,1.0,2.0,2.0,2.0
021-101031,8,2.0,3.0,3.0,3.0
021-29246,9,1.0,3.0,3.0,3.0
021-32024,9,2.0,4.0,4.0,4.0
021-45780,9,1.0,3.0,3.0,3.0
026-97012,9,1.0,2.0,2.5,3.0
038-58854,8,1.0,3.0,3.0,3.0
038-58854,9,1.0,2.0,3.0,3.0
064-28997,8,2.0,3.0,3.0,3.0
064-81557,8,2.0,3.0,3.0,3.0
064-82800,8,2.0,3.0,3.0,3.0
