vannmiljo_code,month,new,his_min,his_median,his_max
021-32024,8,2.0,3.0,3.0,4.0
026-101039,7,2.0,3.0,3.0,4.0
030-58762,7,1.0,2.0,3.0,4.0
030-58764,7,1.0,2.0,3.0,4.0
030-58765,7,1.0,2.0,3.0,4.0
030-58837,7,1.0,3.0,3.0,4.0
030-58838,7,1.0,3.0,3.0,4.0
