sample_date,vannmiljo_code,lab,period,depth1,depth2,par,value,outlier
2022-05-24,020-44497,Eurofins,new,0.0,0.0,KOND_mS/m,27.4,1
2022-04-07,021-28450,Eurofins,new,0.0,0.0,CA_mg/l,6.3,1
2022-04-12,021-28450,Eurofins,new,0.0,0.0,CA_mg/l,7.4,1
2022-04-28,021-28450,Eurofins,new,0.0,0.0,CA_mg/l,9.9,1
2022-05-12,021-28450,Eurofins,new,0.0,0.0,CA_mg/l,7.8,1
2022-05-19,021-28450,Eurofins,new,0.0,0.0,CA_mg/l,9.6,1
2022-05-24,021-28450,Eurofins,new,0.0,0.0,CA_mg/l,8.2,1
2022-06-07,021-28450,Eurofins,new,0.0,0.0,CA_mg/l,6.7,1
2022-06-09,021-28450,Eurofins,new,0.0,0.0,CA_mg/l,10.0,1
2022-04-28,021-28450,Eurofins,new,0.0,0.0,KOND_mS/m,15.9,1
2022-05-12,021-28450,Eurofins,new,0.0,0.0,KOND_mS/m,15.0,1
2022-05-19,021-28450,Eurofins,new,0.0,0.0,KOND_mS/m,16.8,1
2022-05-24,021-28450,Eurofins,new,0.0,0.0,KOND_mS/m,16.5,1
2022-06-09,021-28450,Eurofins,new,0.0,0.0,KOND_mS/m,16.4,1
2022-06-06,022-32018,Eurofins,new,0.0,0.0,CA_mg/l,4.8,1
2022-06-06,022-32019,Eurofins,new,0.0,0.0,CA_mg/l,5.3,1
2022-05-04,023-58887,Eurofins,new,0.0,0.0,CA_mg/l,3.1,1
2022-05-04,024-58894,Eurofins,new,0.0,0.0,ALK_mmol/l,0.22,1
2022-05-04,024-58894,Eurofins,new,0.0,0.0,CA_mg/l,5.5,1
2022-05-04,024-58894,Eurofins,new,0.0,0.0,K_mg/l,0.97,1
2022-04-12,026-58859,Eurofins,new,0.0,0.0,CA_mg/l,1.9,1
2022-05-18,026-58859,Eurofins,new,0.0,0.0,CA_mg/l,2.0,1
2022-06-21,026-58859,Eurofins,new,0.0,0.0,CA_mg/l,1.7,1
2022-05-10,030-58837,Eurofins,new,0.0,0.0,CA_mg/l,11.0,1
2022-05-10,030-58837,Eurofins,new,0.0,0.0,PH_<ubenevnt>,9.0,1
2022-04-06,031-58844,Eurofins,new,0.0,0.0,CA_mg/l,3.0,1
2022-05-20,031-58844,Eurofins,new,0.0,0.0,CA_mg/l,3.4,1
2022-06-03,031-58844,Eurofins,new,0.0,0.0,CA_mg/l,3.9,1
2022-06-09,031-58844,Eurofins,new,0.0,0.0,CA_mg/l,5.0,1
2022-06-23,031-58844,Eurofins,new,0.0,0.0,CA_mg/l,3.2,1
2022-06-08,032-58839,Eurofins,new,0.0,0.0,ALK_mmol/l,0.012,1
2022-04-26,036-58860,Eurofins,new,0.0,0.0,TEMP_°C,45.0,1
2022-05-03,036-58863,Eurofins,new,0.0,0.0,ALK_mmol/l,0.023,1
2022-06-08,036-58863,Eurofins,new,0.0,0.0,ALK_mmol/l,0.023,1
2022-04-05,038-58868,Eurofins,new,0.0,0.0,P-TOT_µg/l P,20.0,1
2022-04-05,045-58816,Eurofins,new,0.0,0.0,P-TOT_µg/l P,28.0,1
2022-04-05,061-58800,Eurofins,new,0.0,0.0,CA_mg/l,3.3,1
2022-05-31,067-55330,Eurofins,new,0.0,0.0,CA_mg/l,0.87,1
