vannmiljo_code,month,new,his_min,his_median,his_max
019-101022,11,1.0,2.0,2.0,2.0
021-101027,11,2.0,3.0,3.0,3.0
021-101031,12,1.0,2.0,2.0,2.0
021-101033,11,2.0,3.0,3.0,3.0
021-101033,12,1.0,2.0,2.0,2.0
021-32024,11,2.0,3.0,3.0,3.0
027-58848,11,1.0,2.0,2.0,3.0
036-58863,12,1.0,2.0,2.0,2.0
