vannmiljo_code,sample_date,lab,depth1,depth2,par_unit,flag,value,period
032-58839,2022-09-06,Eurofins,0.0,0.0,N-TOT_µg/l N,nan,180.0,new
032-58839,2022-09-06,Eurofins,0.0,0.0,NA_mg/l,nan,2.9,new
032-58839,2022-09-06,Eurofins,0.0,0.0,NA_mg/l,nan,2.9,new
032-58839,2022-09-06,Eurofins,0.0,0.0,P-TOT_µg/l P,nan,4.1,new
032-58839,2022-09-06,Eurofins,0.0,0.0,P-TOT_µg/l P,<,2.0,new
032-58839,2022-09-06,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.9,new
032-58839,2022-09-06,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.0,new
032-58839,2022-09-06,Eurofins,0.0,0.0,RAL_µg/l Al,nan,37.0,new
032-58839,2022-09-06,Eurofins,0.0,0.0,RAL_µg/l Al,nan,36.0,new
032-58839,2022-09-06,Eurofins,0.0,0.0,SIO2_µg/l Si,nan,607.806258322237,new
032-58839,2022-09-06,Eurofins,0.0,0.0,SIO2_µg/l Si,nan,561.0519307589881,new
032-58839,2022-09-06,Eurofins,0.0,0.0,SO4_mg/l,nan,0.98,new
032-58839,2022-09-06,Eurofins,0.0,0.0,SO4_mg/l,nan,0.97,new
032-58839,2022-09-06,Eurofins,0.0,0.0,TOC_mg/l C,nan,2.7,new
032-58839,2022-09-06,Eurofins,0.0,0.0,TOC_mg/l C,nan,2.5,new
032-59587,2022-09-06,Eurofins,0.0,0.0,ALK_mmol/l,<,0.03,new
032-59587,2022-09-06,Eurofins,0.0,0.0,ALK_mmol/l,<,0.03,new
032-59587,2022-09-06,Eurofins,0.0,0.0,ANC_µekv/l,nan,27.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,ANC_µekv/l,nan,21.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,CA_mg/l,nan,0.49,new
032-59587,2022-09-06,Eurofins,0.0,0.0,CA_mg/l,nan,0.46,new
032-59587,2022-09-06,Eurofins,0.0,0.0,CL_mg/l,nan,4.4,new
032-59587,2022-09-06,Eurofins,0.0,0.0,CL_mg/l,nan,4.6,new
032-59587,2022-09-06,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,32.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,30.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,KOND_mS/m,nan,2.07,new
032-59587,2022-09-06,Eurofins,0.0,0.0,KOND_mS/m,nan,2.08,new
032-59587,2022-09-06,Eurofins,0.0,0.0,K_mg/l,nan,0.16,new
032-59587,2022-09-06,Eurofins,0.0,0.0,K_mg/l,nan,0.18,new
032-59587,2022-09-06,Eurofins,0.0,0.0,LAL_µg/l Al,nan,9.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,LAL_µg/l Al,nan,9.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,MG_mg/l,nan,0.31,new
032-59587,2022-09-06,Eurofins,0.0,0.0,MG_mg/l,nan,0.31,new
032-59587,2022-09-06,Eurofins,0.0,0.0,N-NO3_µg/l N,nan,75.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,N-NO3_µg/l N,nan,80.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,N-TOT_µg/l N,nan,180.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,N-TOT_µg/l N,nan,210.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,NA_mg/l,nan,2.8,new
032-59587,2022-09-06,Eurofins,0.0,0.0,NA_mg/l,nan,2.8,new
032-59587,2022-09-06,Eurofins,0.0,0.0,P-TOT_µg/l P,nan,3.6,new
032-59587,2022-09-06,Eurofins,0.0,0.0,P-TOT_µg/l P,nan,2.3,new
032-59587,2022-09-06,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.8,new
032-59587,2022-09-06,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.8,new
032-59587,2022-09-06,Eurofins,0.0,0.0,RAL_µg/l Al,nan,41.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,RAL_µg/l Al,nan,39.0,new
032-59587,2022-09-06,Eurofins,0.0,0.0,SIO2_µg/l Si,nan,439.4906790945406,new
032-59587,2022-09-06,Eurofins,0.0,0.0,SIO2_µg/l Si,nan,458.19241011984025,new
032-59587,2022-09-06,Eurofins,0.0,0.0,SO4_mg/l,nan,0.91,new
032-59587,2022-09-06,Eurofins,0.0,0.0,SO4_mg/l,nan,0.9,new
032-59587,2022-09-06,Eurofins,0.0,0.0,TOC_mg/l C,nan,2.6,new
032-59587,2022-09-06,Eurofins,0.0,0.0,TOC_mg/l C,nan,2.7,new
