vannmiljo_code,sample_date,lab,depth1,depth2,par_unit,flag,value,period
018-32157,2020-11-17 07:15:49,Eurofins,0.0,0.0,CA_mg/l,nan,1.2,new
018-32157,2020-11-17 07:15:49,Eurofins,0.0,0.0,CA_mg/l,nan,1.2,new
018-32157,2020-11-17 07:15:49,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.1,new
018-32157,2020-11-17 07:15:49,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.1,new
018-32157,2020-11-17 07:15:49,Eurofins,0.0,0.0,TEMP_°C,nan,6.9,new
018-32157,2020-11-17 07:15:49,Eurofins,0.0,0.0,TEMP_°C,nan,6.9,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,CA_mg/l,nan,1.0,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,CA_mg/l,nan,1.0,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,100.0,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,100.0,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,KOND_mS/m,nan,2.42,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,KOND_mS/m,nan,2.39,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,LAL_µg/l Al,nan,50.0,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,LAL_µg/l Al,nan,50.0,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.4,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.4,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,RAL_µg/l Al,nan,150.0,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,RAL_µg/l Al,nan,150.0,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,TOC_mg/l C,nan,9.9,new
019-101022,2020-10-06 07:20:23,Eurofins,0.0,0.0,TOC_mg/l C,nan,9.9,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,CA_mg/l,nan,0.75,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,CA_mg/l,nan,0.75,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,41.0,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,40.0,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,KOND_mS/m,nan,1.26,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,KOND_mS/m,nan,1.23,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,LAL_µg/l Al,nan,22.0,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,LAL_µg/l Al,nan,23.0,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.8,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.7,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,RAL_µg/l Al,nan,63.0,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,RAL_µg/l Al,nan,63.0,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,TOC_mg/l C,nan,4.6,new
019-58793,2020-10-06 07:20:23,Eurofins,0.0,0.0,TOC_mg/l C,nan,4.7,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,CA_mg/l,nan,1.4,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,CA_mg/l,nan,1.4,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,140.0,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,140.0,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,KOND_mS/m,nan,2.76,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,KOND_mS/m,nan,2.79,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,LAL_µg/l Al,nan,60.0,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,LAL_µg/l Al,nan,60.0,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.4,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.4,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,RAL_µg/l Al,nan,200.0,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,RAL_µg/l Al,nan,200.0,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,TOC_mg/l C,nan,13.0,new
019-79148,2020-10-06 07:20:23,Eurofins,0.0,0.0,TOC_mg/l C,nan,12.0,new
021-101031,2020-09-09 07:00:55,Eurofins,0.0,0.0,CA_mg/l,nan,0.6,new
021-101031,2020-09-09 07:00:55,Eurofins,0.0,0.0,CA_mg/l,nan,0.54,new
021-101031,2020-09-09 07:00:55,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,9.0,new
021-101031,2020-09-09 07:00:55,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.2,new
021-101031,2020-09-09 07:00:55,Eurofins,0.0,0.0,TEMP_°C,nan,15.2,new
021-101031,2020-09-09 07:00:55,Eurofins,0.0,0.0,TEMP_°C,nan,15.3,new
021-101031,2020-09-22 07:15:39,Eurofins,0.0,0.0,CA_mg/l,nan,0.58,new
021-101031,2020-09-22 07:15:39,Eurofins,0.0,0.0,CA_mg/l,nan,0.59,new
021-101031,2020-09-22 07:15:39,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.9,new
021-101031,2020-09-22 07:15:39,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.1,new
021-101031,2020-09-22 07:15:39,Eurofins,0.0,0.0,TEMP_°C,nan,13.9,new
021-101031,2020-09-22 07:15:39,Eurofins,0.0,0.0,TEMP_°C,nan,13.8,new
021-101031,2020-10-06 07:20:52,Eurofins,0.0,0.0,CA_mg/l,nan,0.72,new
021-101031,2020-10-06 07:20:52,Eurofins,0.0,0.0,CA_mg/l,nan,0.65,new
021-101031,2020-10-06 07:20:52,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.9,new
021-101031,2020-10-06 07:20:52,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.1,new
021-101031,2020-10-06 07:20:52,Eurofins,0.0,0.0,TEMP_°C,nan,11.4,new
021-101031,2020-10-06 07:20:52,Eurofins,0.0,0.0,TEMP_°C,nan,11.5,new
021-101031,2020-10-20 07:20:07,Eurofins,0.0,0.0,CA_mg/l,nan,0.72,new
021-101031,2020-10-20 07:20:07,Eurofins,0.0,0.0,CA_mg/l,nan,0.71,new
021-101031,2020-10-20 07:20:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.1,new
021-101031,2020-10-20 07:20:07,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.1,new
021-101031,2020-10-20 07:20:07,Eurofins,0.0,0.0,TEMP_°C,nan,2.5,new
021-101031,2020-10-20 07:20:07,Eurofins,0.0,0.0,TEMP_°C,nan,3.3,new
021-101031,2020-11-03 07:05:07,Eurofins,0.0,0.0,CA_mg/l,nan,0.68,new
