vannmiljo_code,month,new,his_min,his_median,his_max
021-32115,10,1.0,2.0,2.0,3.0
036-58863,11,1.0,2.0,2.5,3.0
036-58863,12,1.0,2.0,2.0,2.0
038-58854,10,1.0,2.0,2.5,3.0
038-58854,11,1.0,2.0,2.0,2.0
