vannmiljo_code,month,new,his_min,his_median,his_max
018-32157,12,1.0,2.0,2.0,3.0
021-101027,11,1.0,3.0,3.0,3.0
021-101031,10,2.0,3.0,3.0,3.0
021-32024,11,2.0,3.0,3.0,3.0
026-97012,10,1.0,2.0,2.0,2.0
030-30839,12,1.0,2.0,2.0,3.0
030-58764,10,1.0,2.0,2.0,3.0
030-58764,11,1.0,2.0,2.0,3.0
036-58863,11,1.0,2.0,3.0,3.0
036-58863,12,1.0,2.0,2.0,2.0
038-58854,10,1.0,2.0,2.0,3.0
