vannmiljo_code,sample_date,lab,depth1,depth2,par_unit,flag,value,period
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,ILAL_µg/l Al,=,54.0,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,ILAL_µg/l Al,=,44.0,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,KOND_mS/m,=,1.83,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,KOND_mS/m,=,1.65,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,K_mg/l,=,0.27,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,K_mg/l,=,0.26,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,MG_mg/l,=,0.34,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,MG_mg/l,=,0.33,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,N-NO3_µg/l N,=,160.0,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,N-NO3_µg/l N,=,150.0,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,N-TOT_µg/l N,=,260.0,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,N-TOT_µg/l N,=,250.0,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,NA_mg/l,=,1.8,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,NA_mg/l,=,1.6,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,P-TOT_µg/l P,=,2.6,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,5.9,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,5.9,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,RAL_µg/l Al,=,72.0,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,RAL_µg/l Al,=,65.0,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,SO4_mg/l,=,1.34,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,SO4_mg/l,=,1.3,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,TEMP_°C,=,2.1,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,TEMP_°C,=,2.6,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,TOC_mg/l C,=,4.7,historic
018-32155,2022-01-28,Eurofins (historic),0.0,0.0,TOC_mg/l C,=,4.4,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,ANC_µekv/l,=,35.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,ANC_µekv/l,=,32.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,CA_mg/l,=,0.87,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,CA_mg/l,=,0.84,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,CL_mg/l,=,2.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,CL_mg/l,=,2.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,ILAL_µg/l Al,=,33.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,ILAL_µg/l Al,=,38.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,KOND_mS/m,=,1.57,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,KOND_mS/m,=,1.67,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,K_mg/l,=,0.21,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,K_mg/l,=,0.19,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,MG_mg/l,=,0.26,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,MG_mg/l,=,0.26,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,N-NO3_µg/l N,=,140.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,N-NO3_µg/l N,=,150.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,N-TOT_µg/l N,=,290.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,N-TOT_µg/l N,=,320.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,NA_mg/l,=,1.4,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,NA_mg/l,=,1.4,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.1,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,RAL_µg/l Al,=,53.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,RAL_µg/l Al,=,60.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,SO4_mg/l,=,1.41,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,SO4_mg/l,=,1.43,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,TEMP_°C,=,14.0,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,TEMP_°C,=,7.8,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,TOC_mg/l C,=,3.8,historic
018-32155,2022-05-21,Eurofins (historic),0.0,0.0,TOC_mg/l C,=,3.8,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,ANC_µekv/l,=,27.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,ANC_µekv/l,=,23.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,CA_mg/l,=,0.84,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,CA_mg/l,=,0.83,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,CL_mg/l,=,2.4,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,CL_mg/l,=,2.5,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,ILAL_µg/l Al,=,61.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,ILAL_µg/l Al,=,61.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,KOND_mS/m,=,1.58,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,KOND_mS/m,=,1.59,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,K_mg/l,=,0.22,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,K_mg/l,=,0.22,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,MG_mg/l,=,0.28,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,MG_mg/l,=,0.28,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,N-NO3_µg/l N,=,130.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,N-NO3_µg/l N,=,130.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,N-TOT_µg/l N,=,240.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,N-TOT_µg/l N,=,240.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,NA_mg/l,=,1.4,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,NA_mg/l,=,1.4,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,5.8,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,5.8,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,RAL_µg/l Al,=,76.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,RAL_µg/l Al,=,77.0,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,SO4_mg/l,=,1.34,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,SO4_mg/l,=,1.33,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,TEMP_°C,=,5.5,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,TEMP_°C,=,5.5,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,TOC_mg/l C,=,4.7,historic
018-32155,2022-11-30,Eurofins (historic),0.0,0.0,TOC_mg/l C,=,4.7,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,ANC_µekv/l,=,45.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,ANC_µekv/l,=,45.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,CA_mg/l,=,0.96,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,CA_mg/l,=,1.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,CL_mg/l,=,2.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,CL_mg/l,=,2.1,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,ILAL_µg/l Al,=,32.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,ILAL_µg/l Al,=,26.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,KOND_mS/m,=,1.6,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,KOND_mS/m,=,1.54,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,K_mg/l,=,0.2,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,K_mg/l,=,0.19,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,MG_mg/l,=,0.28,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,MG_mg/l,=,0.28,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,N-NO3_µg/l N,=,140.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,N-NO3_µg/l N,=,130.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,N-TOT_µg/l N,=,230.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,N-TOT_µg/l N,=,230.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,NA_mg/l,=,1.4,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,NA_mg/l,=,1.4,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,P-TOT_µg/l P,=,2.3,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,P-TOT_µg/l P,=,2.1,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,5.9,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,RAL_µg/l Al,=,55.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,RAL_µg/l Al,=,48.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,SO4_mg/l,=,1.25,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,SO4_mg/l,=,1.23,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,TEMP_°C,=,7.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,TEMP_°C,=,14.0,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,TOC_mg/l C,=,4.1,historic
018-32155,2023-05-30,Eurofins (historic),0.0,0.0,TOC_mg/l C,=,4.3,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,ANC_µekv/l,=,36.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,ANC_µekv/l,=,48.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,CA_mg/l,=,1.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,CA_mg/l,=,1.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,CL_mg/l,=,2.3,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,CL_mg/l,=,2.2,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,ILAL_µg/l Al,=,37.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,ILAL_µg/l Al,=,34.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,KOND_mS/m,=,1.6,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,KOND_mS/m,=,1.62,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,K_mg/l,=,0.17,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,K_mg/l,=,0.23,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,MG_mg/l,=,0.3,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,MG_mg/l,=,0.29,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,N-NO3_µg/l N,=,180.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,N-NO3_µg/l N,=,120.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,N-TOT_µg/l N,=,220.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,N-TOT_µg/l N,=,240.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,NA_mg/l,=,1.4,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,NA_mg/l,=,1.5,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,5.8,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.1,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,RAL_µg/l Al,=,61.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,RAL_µg/l Al,=,59.0,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,SO4_mg/l,=,1.24,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,SO4_mg/l,=,1.25,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,TEMP_°C,=,2.5,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,TEMP_°C,=,2.2,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,TOC_mg/l C,=,4.5,historic
018-32155,2023-11-25,Eurofins (historic),0.0,0.0,TOC_mg/l C,=,4.4,historic
018-32157,2020-11-16,Eurofins (historic),0.0,0.0,CA_mg/l,=,1.2,historic
018-32157,2020-11-16,Eurofins (historic),0.0,0.0,CA_mg/l,=,1.2,historic
018-32157,2020-11-16,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.1,historic
018-32157,2020-11-16,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.1,historic
018-32157,2020-11-16,Eurofins (historic),0.0,0.0,TEMP_°C,=,6.9,historic
018-32157,2020-11-16,Eurofins (historic),0.0,0.0,TEMP_°C,=,6.9,historic
018-32157,2022-01-18,Eurofins (historic),0.0,0.0,CA_mg/l,=,1.4,historic
018-32157,2022-01-18,Eurofins (historic),0.0,0.0,CA_mg/l,=,1.4,historic
018-32157,2022-01-18,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.1,historic
018-32157,2022-01-18,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.1,historic
018-32157,2022-01-18,Eurofins (historic),0.0,0.0,TEMP_°C,=,0.7,historic
018-32157,2022-01-18,Eurofins (historic),0.0,0.0,TEMP_°C,=,0.7,historic
018-32157,2023-01-02,Eurofins (historic),0.0,0.0,CA_mg/l,=,1.3,historic
018-32157,2023-01-02,Eurofins (historic),0.0,0.0,CA_mg/l,=,1.3,historic
018-32157,2023-01-02,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.0,historic
018-32157,2023-01-02,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.5,historic
018-32157,2023-04-11,Eurofins (historic),0.0,0.0,CA_mg/l,=,1.4,historic
018-32157,2023-04-11,Eurofins (historic),0.0,0.0,CA_mg/l,=,1.3,historic
018-32157,2023-04-11,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.1,historic
018-32157,2023-04-11,Eurofins (historic),0.0,0.0,PH_<ubenevnt>,=,6.4,historic
018-32162,2017-07-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,6.0,historic
018-32162,2017-07-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,6.0,historic
018-32162,2017-09-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,3.0,historic
018-32162,2017-09-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,3.0,historic
018-32162,2017-11-06,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,6.0,historic
018-32162,2017-11-06,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,9.0,historic
018-32162,2017-12-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,5.0,historic
018-32162,2017-12-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,6.0,historic
018-32162,2018-01-08,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,3.0,historic
018-32162,2018-01-08,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,4.0,historic
018-32162,2018-02-05,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32162,2018-02-05,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32162,2018-03-05,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32162,2018-03-05,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,3.0,historic
018-32162,2018-04-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32162,2018-04-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,4.0,historic
018-32162,2018-05-07,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,2.0,historic
018-32162,2018-05-07,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,3.0,historic
018-32162,2018-06-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,2.0,historic
018-32162,2018-06-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,5.0,historic
018-32162,2018-07-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,9.0,historic
018-32162,2018-07-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,12.0,historic
018-32162,2018-08-06,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,5.0,historic
018-32162,2018-08-06,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,11.0,historic
018-32162,2018-09-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,9.0,historic
018-32162,2018-09-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,19.0,historic
018-32162,2018-10-01,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,7.0,historic
018-32162,2018-10-01,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,6.0,historic
018-32162,2018-11-05,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,8.0,historic
018-32162,2018-11-05,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,10.0,historic
018-32162,2018-12-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,3.0,historic
018-32162,2018-12-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,3.0,historic
018-32162,2019-01-07,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,4.0,historic
018-32162,2019-01-07,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,5.0,historic
018-32162,2019-02-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,4.0,historic
018-32162,2019-02-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,2.0,historic
018-32162,2019-03-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,2.0,historic
018-32162,2019-03-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,4.0,historic
018-32162,2019-04-01,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32162,2019-04-01,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32162,2019-05-06,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,5.0,historic
018-32162,2019-05-06,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,12.0,historic
018-32162,2019-06-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32162,2019-06-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32162,2019-07-01,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,11.0,historic
018-32162,2019-07-01,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,16.0,historic
018-32162,2019-08-05,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,7.0,historic
018-32162,2019-08-05,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,11.0,historic
018-32162,2019-08-26,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,2.0,historic
018-32162,2019-08-26,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,3.0,historic
018-32162,2019-09-30,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,8.0,historic
018-32162,2019-09-30,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,4.0,historic
018-32162,2019-11-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,5.0,historic
018-32162,2019-11-04,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,8.0,historic
018-32162,2019-12-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,2.0,historic
018-32162,2019-12-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,4.0,historic
018-32162,2020-01-06,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,260.0,historic
018-32162,2020-01-06,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,270.0,historic
018-32162,2020-01-06,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,2.0,historic
018-32162,2020-01-06,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,3.0,historic
018-32162,2020-02-03,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,240.0,historic
018-32162,2020-02-03,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,240.0,historic
018-32162,2020-02-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32162,2020-02-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0,historic
018-32162,2020-03-02,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,250.0,historic
018-32162,2020-03-02,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,240.0,historic
018-32162,2020-03-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,4.0,historic
018-32162,2020-03-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,4.0,historic
018-32162,2020-04-06,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,240.0,historic
018-32162,2020-04-06,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,230.0,historic
