sample_date,vannmiljo_code,lab,period,depth1,depth2,par,value,outlier
2020-10-06 07:20:06.000000,002-58798,Eurofins,new,0.0,0.0,CL_mg/l,1.8,1
2020-11-03 07:05:06.999999,018-32157,Eurofins,new,0.0,0.0,ALK_mmol/l,0.019,1
2020-09-04 07:00:19.999996,019-44498,Eurofins,new,0.0,0.0,ALK_mmol/l,0.021,1
2020-09-10 07:20:15.000003,019-44498,Eurofins,new,0.0,0.0,ALK_mmol/l,0.02,1
2020-10-07 07:20:07.000002,019-44498,Eurofins,new,0.0,0.0,ALK_mmol/l,0.013,1
2020-10-14 07:25:07.000000,019-44498,Eurofins,new,0.0,0.0,ALK_mmol/l,0.024,1
2020-11-03 07:05:06.999999,019-44498,Eurofins,new,0.0,0.0,ALK_mmol/l,0.019,1
2020-12-09 07:20:07.999996,019-44498,Eurofins,new,0.0,0.0,ALK_mmol/l,0.022,1
2020-10-14 07:25:07.000000,019-44498,Eurofins,new,0.0,0.0,ANC_µekv/l,-170.0,1
2020-10-14 07:25:07.000000,019-44498,Eurofins,new,0.0,0.0,CL_mg/l,9.9,1
2020-10-07 07:20:07.000002,019-44498,Eurofins,new,0.0,0.0,K_mg/l,0.36,1
2020-10-14 07:25:07.000000,019-44498,Eurofins,new,0.0,0.0,K_mg/l,0.51,1
2020-11-03 07:05:06.999999,020-44497,Eurofins,new,0.0,0.0,K_mg/l,0.36,1
2020-10-07 07:20:47.999999,020-58796,Eurofins,new,0.0,0.0,K_mg/l,0.2,1
2020-09-22 07:15:38.999998,021-28450,Eurofins,new,0.0,0.0,CA_mg/l,4.8,1
2020-10-07 07:20:54.999998,021-28450,Eurofins,new,0.0,0.0,ILAL_µg/l Al,120.0,1
2020-09-04 07:00:19.999996,021-38514,Eurofins,new,0.0,0.0,PH_<ubenevnt>,6.7,1
2020-10-30 07:10:08.000000,022-32019,Eurofins,new,0.0,0.0,ILAL_µg/l Al,110.0,1
2020-12-09 07:20:07.999996,022-32019,Eurofins,new,0.0,0.0,LAL_µg/l Al,43.0,1
2020-12-09 07:20:07.999996,022-32020,Eurofins,new,0.0,0.0,LAL_µg/l Al,44.0,1
2020-11-04 07:10:48.999996,022-58899,Eurofins,new,0.0,0.0,RAL_µg/l Al,150.0,1
2020-11-04 07:10:48.999996,023-58885,Eurofins,new,0.0,0.0,P-TOT_µg/l P,18.0,1
2020-10-22 00:00:00.000000,025-45779,Eurofins,new,0.0,0.0,CA_mg/l,0.96,1
2020-09-10 00:00:00.000000,025-45779,Eurofins,new,0.0,0.0,PH_<ubenevnt>,6.8,1
