sample_date,vannmiljo_code,lab,period,depth1,depth2,par,value,outlier
2021-01-21 07:10:07,061-58800,Eurofins,new,0.0,0.0,CA_mg/l,3.5,1
2021-02-03 07:00:50,061-58800,Eurofins,new,0.0,0.0,CA_mg/l,4.7,1
2021-02-10 07:15:47,061-58800,Eurofins,new,0.0,0.0,CA_mg/l,4.8,1
2021-03-11 07:05:53,061-58800,Eurofins,new,0.0,0.0,CA_mg/l,4.8,1
2021-03-30 07:15:59,061-58800,Eurofins,new,0.0,0.0,CA_mg/l,7.2,1
2021-03-11 07:05:53,061-58800,Eurofins,new,0.0,0.0,KOND_mS/m,8.05,1
2021-03-30 07:15:59,061-58800,Eurofins,new,0.0,0.0,KOND_mS/m,12.4,1
2021-02-04 07:10:38,063-58806,Eurofins,new,0.0,0.0,CA_mg/l,3.1,1
2021-02-04 07:10:38,063-58806,Eurofins,new,0.0,0.0,KOND_mS/m,7.62,1
2021-02-04 07:10:38,063-58806,Eurofins,new,0.0,0.0,K_mg/l,1.2,1
2021-02-04 07:10:38,063-58806,Eurofins,new,0.0,0.0,MG_mg/l,1.2,1
2021-02-04 07:10:38,063-58806,Eurofins,new,0.0,0.0,N-NO3_µg/l N,1200.0,1
2021-01-21 07:10:07,063-58806,Eurofins,new,0.0,0.0,N-TOT_µg/l N,600.0,1
2021-02-04 07:10:38,063-58806,Eurofins,new,0.0,0.0,N-TOT_µg/l N,1300.0,1
2021-02-04 07:10:38,063-58806,Eurofins,new,0.0,0.0,NA_mg/l,6.8,1
2021-01-21 07:10:07,063-58806,Eurofins,new,0.0,0.0,P-TOT_µg/l P,32.0,1
2021-02-04 07:10:38,063-58806,Eurofins,new,0.0,0.0,SO4_mg/l,3.79,1
2021-01-05 07:00:49,082-50557,Eurofins,new,0.0,0.0,CA_mg/l,2.5,1
2021-02-23 07:05:00,082-50557,Eurofins,new,0.0,0.0,CA_mg/l,5.1,1
2021-03-23 07:10:31,082-50557,Eurofins,new,0.0,0.0,CA_mg/l,3.9,1
2021-02-16 07:10:00,082-58872,Eurofins,new,0.0,0.0,CA_mg/l,2.4,1
2021-01-19 07:10:33,082-58876,Eurofins,new,0.0,0.0,CA_mg/l,7.4,1
2021-01-19 07:10:33,082-58876,Eurofins,new,0.0,0.0,PH_<ubenevnt>,8.3,1
2021-01-05 07:00:49,082-58877,Eurofins,new,0.0,0.0,CA_mg/l,3.0,1
2021-02-23 07:05:00,082-58877,Eurofins,new,0.0,0.0,CA_mg/l,2.1,1
2021-03-23 07:10:31,082-58877,Eurofins,new,0.0,0.0,CA_mg/l,1.6,1
2021-01-19 07:10:33,082-81553,Eurofins,new,0.0,0.0,CA_mg/l,1.6,1
2021-02-16 07:10:00,082-81553,Eurofins,new,0.0,0.0,CA_mg/l,2.3,1
