vannmiljo_code,sample_date,lab,depth1,depth2,par_unit,flag,value
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,1.4
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,1.3
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.085
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.069
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,47.0
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,59.0
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.15
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.15
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,80.0
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,64.0
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,110.0
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,150.0
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,1.41
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,1.46
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,13.0
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.39
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.09
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,109.0
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,116.0
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,2.42
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,2.59
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,0.8
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,0.73
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,5.3
020-58796,2017-01-02,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,5.6
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.21
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.99
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,59.0
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,71.0
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,23.0
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,29.0
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.1
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.94
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,88.0
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,94.0
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,TEMP_°C,=,3.0
020-58797,2017-01-02,VestfoldLAB (historic),0.0,0.0,TEMP_°C,=,1.0
021-32115,2019-03-04,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.05
021-32115,2019-03-04,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.99
021-32115,2019-03-04,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.86
021-32115,2019-03-04,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.81
021-32115,2019-04-29,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.67
021-32115,2019-04-29,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.59
021-32115,2019-04-29,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.34
021-32115,2019-04-29,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.36
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.65
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.84
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,33.0
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,23.0
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,6.0
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,7.0
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.95
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.07
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,29.0
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,40.0
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,TEMP_°C,=,8.0
021-38514,2017-05-08,VestfoldLAB (historic),0.0,0.0,TEMP_°C,=,7.0
022-58904,2016-09-19,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,2.91
022-58904,2016-09-19,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,3.37
022-58904,2016-09-19,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.32
022-58904,2016-09-19,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.35
022-58904,2016-12-12,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,2.62
022-58904,2016-12-12,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,3.42
022-58904,2016-12-12,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.17
022-58904,2016-12-12,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.32
022-58904,2018-04-23,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.01
022-58904,2018-04-23,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.68
022-58904,2018-04-23,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,48.0
022-58904,2018-04-23,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,35.0
022-58904,2018-04-23,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,14.0
022-58904,2018-04-23,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,26.0
022-58904,2018-04-23,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.9
022-58904,2018-04-23,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.01
022-58904,2018-04-23,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,49.0
022-58904,2018-04-23,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,74.0
022-58904,2019-02-25,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.49
022-58904,2019-02-25,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.3
022-58904,2019-02-25,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.61
022-58904,2019-02-25,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.18
022-58904,2019-04-29,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,2.68
022-58904,2019-04-29,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,3.27
022-58904,2019-04-29,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.56
022-58904,2019-04-29,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.29
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,ALK_mmol/l,=,0.065
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,ALK_mmol/l,=,0.023
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,ANC_µekv/l,=,-20.7
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,ANC_µekv/l,=,52.6
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.26
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.22
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,CL_mg/l,=,9.4
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,CL_mg/l,=,10.8
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,64.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,40.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,5.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,4.8
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.14
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.36
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,87.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,24.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.76
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.56
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,120.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,310.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,380.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,260.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,3.92
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,6.52
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,9.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,4.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.09
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,4.91
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,127.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,88.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,3.39
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,1.61
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,1.4
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,2.0
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,2.9
024-58894,2016-01-11,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,4.3
026-30849,2016-05-23,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.91
026-30849,2016-05-23,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.57
026-30849,2016-05-23,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,40.0
026-30849,2016-05-23,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,27.0
026-30849,2016-05-23,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,19.0
026-30849,2016-05-23,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,24.0
026-30849,2016-05-23,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.46
026-30849,2016-05-23,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.77
026-30849,2016-05-23,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,64.0
026-30849,2016-05-23,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,46.0
026-30849,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.69
026-30849,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.68
026-30849,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.83
026-30849,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.78
026-58856,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.19
026-58856,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.22
026-58856,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.17
026-58856,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.12
026-58858,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.14
026-58858,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.12
026-58858,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.07
026-58858,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.12
026-58859,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.76
026-58859,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.76
026-58859,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.74
026-58859,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.72
027-58830,2016-11-28,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.66
027-58830,2016-11-28,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.63
027-58830,2016-11-28,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.08
027-58830,2016-11-28,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.05
027-58831,2012-01-02,NIVA (historic),0.0,0.0,CA_mg/l,=,0.795
027-58831,2012-01-02,NIVA (historic),0.0,0.0,CA_mg/l,=,0.7979999999999999
027-58831,2012-01-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.04
027-58831,2012-01-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,5.89
027-58831,2012-03-05,NIVA (historic),0.0,0.0,CA_mg/l,=,0.84
027-58831,2012-03-05,NIVA (historic),0.0,0.0,CA_mg/l,=,0.816
027-58831,2012-03-05,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.93
027-58831,2012-03-05,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.97
027-58831,2012-03-05,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.04
027-58831,2012-03-05,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,5.97
027-58831,2012-04-02,NIVA (historic),0.0,0.0,CA_mg/l,=,0.745
027-58831,2012-04-02,NIVA (historic),0.0,0.0,CA_mg/l,=,0.752
027-58831,2012-04-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.78
027-58831,2012-04-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.8
027-58831,2012-04-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.1
027-58831,2012-04-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,5.94
027-58831,2012-08-06,NIVA (historic),0.0,0.0,CA_mg/l,=,0.7759999999999999
027-58831,2012-08-06,NIVA (historic),0.0,0.0,CA_mg/l,=,0.89
027-58831,2012-08-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.62
027-58831,2012-08-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.49
027-58831,2012-08-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.06
027-58831,2012-08-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,5.96
027-58831,2012-09-03,NIVA (historic),0.0,0.0,CA_mg/l,=,0.815
027-58831,2012-09-03,NIVA (historic),0.0,0.0,CA_mg/l,=,0.7709999999999999
027-58831,2012-09-03,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.63
027-58831,2012-09-03,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.55
027-58831,2012-09-03,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.16
027-58831,2012-09-03,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.21
027-58831,2013-02-04,NIVA (historic),0.0,0.0,CA_mg/l,=,0.597
027-58831,2013-02-04,NIVA (historic),0.0,0.0,CA_mg/l,=,0.5720000000000001
027-58831,2013-02-04,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.39
027-58831,2013-02-04,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.37
027-58831,2013-02-04,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.01
027-58831,2013-02-04,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.06
027-58831,2013-03-04,NIVA (historic),0.0,0.0,CA_mg/l,=,0.607
027-58831,2013-03-04,NIVA (historic),0.0,0.0,CA_mg/l,=,0.955
027-58831,2013-03-04,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.25
027-58831,2013-03-04,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.57
027-58831,2013-03-04,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.41
027-58831,2013-03-04,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,5.91
027-58831,2013-04-01,NIVA (historic),0.0,0.0,CA_mg/l,=,0.63
027-58831,2013-04-01,NIVA (historic),0.0,0.0,CA_mg/l,=,0.68
027-58831,2013-04-01,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.36
027-58831,2013-04-01,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.45
027-58831,2013-04-01,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.29
027-58831,2013-04-01,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.06
027-58831,2013-05-06,NIVA (historic),0.0,0.0,CA_mg/l,=,0.718
027-58831,2013-05-06,NIVA (historic),0.0,0.0,CA_mg/l,=,0.7240000000000001
027-58831,2013-05-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.64
027-58831,2013-05-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.58
027-58831,2013-05-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.13
027-58831,2013-05-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.16
027-58831,2013-09-02,NIVA (historic),0.0,0.0,CA_mg/l,=,0.818
027-58831,2013-09-02,NIVA (historic),0.0,0.0,CA_mg/l,=,0.833
027-58831,2013-09-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.49
027-58831,2013-09-02,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.47
027-58831,2013-09-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.5
027-58831,2013-09-02,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.46
027-58831,2014-01-06,NIVA (historic),0.0,0.0,CA_mg/l,=,0.7090000000000001
027-58831,2014-01-06,NIVA (historic),0.0,0.0,CA_mg/l,=,0.708
027-58831,2014-01-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.7
027-58831,2014-01-06,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.74
027-58831,2014-01-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,5.69
027-58831,2014-01-06,NIVA (historic),0.0,0.0,PH_<ubenevnt>,=,6.07
027-58831,2014-02-03,NIVA (historic),0.0,0.0,CA_mg/l,=,0.7879999999999999
027-58831,2014-02-03,NIVA (historic),0.0,0.0,CA_mg/l,=,0.723
027-58831,2014-02-03,NIVA (historic),0.0,0.0,KOND_mS/m,=,6.3
027-58831,2014-02-03,NIVA (historic),0.0,0.0,KOND_mS/m,=,2.79
