vannmiljo_code,sample_date,lab,depth1,depth2,par_unit,flag,value
018-32157,2020-11-17 07:15:49.000003,Eurofins,0.0,0.0,CA_mg/l,nan,1.2
018-32157,2020-11-17 07:15:49.000003,Eurofins,0.0,0.0,CA_mg/l,nan,1.2
018-32157,2020-11-17 07:15:49.000003,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.1
018-32157,2020-11-17 07:15:49.000003,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,6.1
018-32157,2020-11-17 07:15:49.000003,Eurofins,0.0,0.0,TEMP_°C,nan,6.9
018-32157,2020-11-17 07:15:49.000003,Eurofins,0.0,0.0,TEMP_°C,nan,6.9
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,CA_mg/l,nan,1.0
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,CA_mg/l,nan,1.0
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,100.0
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,100.0
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,KOND_mS/m,nan,2.42
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,KOND_mS/m,nan,2.39
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,LAL_µg/l Al,nan,50.0
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,LAL_µg/l Al,nan,50.0
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.4
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.4
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,RAL_µg/l Al,nan,150.0
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,RAL_µg/l Al,nan,150.0
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,TOC_mg/l C,nan,9.9
019-101022,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,TOC_mg/l C,nan,9.9
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,CA_mg/l,nan,0.75
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,CA_mg/l,nan,0.75
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,41.0
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,40.0
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,KOND_mS/m,nan,1.26
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,KOND_mS/m,nan,1.23
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,LAL_µg/l Al,nan,22.0
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,LAL_µg/l Al,nan,23.0
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.8
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.7
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,RAL_µg/l Al,nan,63.0
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,RAL_µg/l Al,nan,63.0
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,TOC_mg/l C,nan,4.6
019-58793,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,TOC_mg/l C,nan,4.7
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,CA_mg/l,nan,1.4
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,CA_mg/l,nan,1.4
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,140.0
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,ILAL_µg/l Al,nan,140.0
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,KOND_mS/m,nan,2.76
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,KOND_mS/m,nan,2.79
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,LAL_µg/l Al,nan,60.0
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,LAL_µg/l Al,nan,60.0
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.4
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,PH_<ubenevnt>,nan,5.4
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,RAL_µg/l Al,nan,200.0
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,RAL_µg/l Al,nan,200.0
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,TOC_mg/l C,nan,13.0
019-79148,2020-10-06 07:20:23.000003,Eurofins,0.0,0.0,TOC_mg/l C,nan,12.0
021-101031,2020-09-09 07:00:54.999996,Eurofins,0.0,0.0,CA_mg/l,nan,0.6
021-101031,2020-09-09 07:00:54.999996,Eurofins,0.0,0.0,CA_mg/l,nan,0.54
