sample_date,vannmiljo_code,lab,period,depth1,depth2,par,value,outlier
2024-06-03,020-58796,Eurofins,new,0.0,0.0,CA_mg/l,0.9,1
2024-06-03,020-58796,Eurofins,new,0.0,0.0,P-TOT_µg/l P,7.9,1
2024-05-20,021-28450,Eurofins,new,0.0,0.0,CA_mg/l,8.5,1
2024-05-26,021-28450,Eurofins,new,0.0,0.0,CA_mg/l,6.9,1
2024-05-12,021-28451,Eurofins,new,0.0,0.0,CA_mg/l,6.7,1
2024-05-12,021-28451,Eurofins,new,0.0,0.0,KOND_mS/m,10.5,1
2024-05-06,022-32018,Eurofins,new,0.0,0.0,CA_mg/l,6.0,1
2024-05-13,022-32018,Eurofins,new,0.0,0.0,CA_mg/l,6.8,1
2024-05-20,022-32018,Eurofins,new,0.0,0.0,CA_mg/l,8.7,1
2024-05-27,022-32018,Eurofins,new,0.0,0.0,CA_mg/l,8.8,1
2024-06-03,022-32018,Eurofins,new,0.0,0.0,CA_mg/l,8.2,1
2024-05-20,022-32020,Eurofins,new,0.0,0.0,CA_mg/l,7.2,1
2024-05-27,025-45773,Eurofins,new,0.0,0.0,CA_mg/l,13.0,1
2024-06-03,026-58859,Eurofins,new,0.0,0.0,CA_mg/l,1.7,1
2024-06-09,031-38523,Eurofins,new,0.0,0.0,P-TOT_µg/l P,6.2,1
2024-06-09,031-58843,Eurofins,new,0.0,0.0,P-TOT_µg/l P,2.8,1
2024-06-04,036-58863,Eurofins,new,0.0,0.0,ANC_µekv/l,75.0,1
2024-06-04,036-58863,Eurofins,new,0.0,0.0,CA_mg/l,1.4,1
2024-06-04,062-58818,Eurofins,new,0.0,0.0,ANC_µekv/l,1600.0,1
2024-06-04,062-58818,Eurofins,new,0.0,0.0,CA_mg/l,13.0,1
2024-06-04,062-58818,Eurofins,new,0.0,0.0,K_mg/l,3.7,1
2024-06-04,062-58818,Eurofins,new,0.0,0.0,MG_mg/l,3.2,1
2024-06-04,062-58818,Eurofins,new,0.0,0.0,NA_mg/l,16.0,1
2024-06-04,063-58806,Eurofins,new,0.0,0.0,ANC_µekv/l,-220.0,1
